step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
329,CASH_OUT,133517.07,C1499169015,0.0,0.0,C967381282,138176.92,271693.99,0
334,CASH_OUT,129513.01,C187897809,0.0,0.0,C608538647,1642485.75,1771998.76,0
259,CASH_IN,12404.38,C410812376,11919170.17,11931574.55,C1956001257,2679440.94,2667036.56,0
163,PAYMENT,1147.57,C441147152,0.0,0.0,M2043358026,0.0,0.0,0
13,CASH_IN,248536.29,C80123620,4325856.17,4574392.46,C639083123,456481.17,207944.89,0
236,CASH_OUT,36310.47,C1088843683,1082.0,0.0,C1301418576,1568836.06,1605146.53,0
371,CASH_OUT,159140.35,C2130677717,753.0,0.0,C1180668809,842926.77,1002067.11,0
203,CASH_IN,73555.68,C771748061,9323.0,82878.68,C808245814,0.0,0.0,0
357,CASH_OUT,78017.41,C1782087485,0.0,0.0,C1421297118,258112.83,336130.24,0
260,CASH_OUT,309706.88,C379721055,0.0,0.0,C197399765,3975432.85,4285139.73,0
282,CASH_OUT,90790.42,C1525356035,181.0,0.0,C1204618395,1081784.43,1172574.85,0
396,CASH_IN,29853.3,C1643427787,11885316.51,11915169.81,C792403952,339936.63,310083.32,0
154,CASH_OUT,55861.33,C337966211,50284.0,0.0,C388819351,0.0,55861.33,0
469,PAYMENT,6678.05,C1184437720,0.0,0.0,M73338276,0.0,0.0,0
140,CASH_IN,191471.53,C1256126648,272988.51,464460.04,C738268909,1221113.07,1029641.54,0
307,CASH_IN,35256.77,C203431533,7050358.85,7085615.62,C119852025,273206.41,237949.64,0
302,TRANSFER,214821.24,C1529708557,1480.66,0.0,C2002572237,519853.79,734675.03,0
212,PAYMENT,9631.79,C120763071,7440.0,0.0,M1091058342,0.0,0.0,0
355,CASH_IN,14185.16,C458161794,10197.0,24382.16,C792922108,3323814.06,3309628.9,0
184,CASH_OUT,395041.72,C557423330,81504.0,0.0,C1385539304,143382.96,538424.68,0
399,CASH_IN,149016.15,C501198822,10264.0,159280.15,C1523653413,5080341.44,4931325.29,0
394,PAYMENT,22340.99,C652583598,106.0,0.0,M964174452,0.0,0.0,0
280,TRANSFER,443296.81,C460947863,0.0,0.0,C765555781,1066715.2,1510012.01,0
372,CASH_IN,84190.75,C959635010,5842846.41,5927037.16,C1456908578,86760.89,2570.14,0
284,CASH_IN,102538.71,C1292956849,29911.0,132449.71,C1628938459,36356.39,0.0,0
40,CASH_OUT,267216.98,C1592145701,520563.0,253346.02,C1645953170,0.0,267216.98,0
250,PAYMENT,5139.33,C1967749600,203183.0,198043.67,M1215267762,0.0,0.0,0
227,TRANSFER,475626.87,C1361949562,0.0,0.0,C2114612456,1165710.03,1641336.9,0
20,TRANSFER,104967.28,C941990649,73.0,0.0,C833704601,204165.09,309132.37,0
178,CASH_OUT,207475.27,C68416838,0.0,0.0,C761051277,2253174.65,2460649.92,0
357,CASH_OUT,51942.66,C1866553495,0.0,0.0,C1085562026,1162988.51,1214931.17,0
205,CASH_OUT,102920.39,C414983599,0.0,0.0,C1281727191,2181283.94,2284204.34,0
275,PAYMENT,1103.88,C322193814,0.0,0.0,M858619734,0.0,0.0,0
210,PAYMENT,2997.67,C463352133,1127.83,0.0,M263872426,0.0,0.0,0
40,CASH_IN,93081.57,C1467756384,4016859.85,4109941.42,C644009442,641218.8,548137.23,0
230,CASH_OUT,418303.9,C1312779101,0.0,0.0,C549582084,6223374.97,7162432.57,0
277,CASH_OUT,416188.41,C124081797,0.0,0.0,C2061577270,502523.75,918712.16,0
260,CASH_OUT,48503.1,C1297920198,1346.0,0.0,C905241696,6143841.74,6192344.84,0
323,CASH_OUT,116891.21,C2005484372,396140.0,279248.79,C74444237,1023703.31,1140594.52,0
155,PAYMENT,13828.25,C107948608,0.0,0.0,M1844032583,0.0,0.0,0
204,CASH_IN,205694.47,C133864510,1536988.15,1742682.62,C1827987647,208816.76,3122.29,0
186,CASH_OUT,347469.33,C1847309950,11658.0,0.0,C293758448,5078460.62,5425929.95,0
251,PAYMENT,38876.59,C1639119748,2840.0,0.0,M1810366457,0.0,0.0,0
154,PAYMENT,23624.76,C1958670735,0.0,0.0,M1655580577,0.0,0.0,0
278,CASH_IN,8654.51,C1327914875,25983.0,34637.51,C170408706,643864.35,635209.84,0
307,CASH_OUT,52216.36,C1885682245,32454.0,0.0,C475827581,971422.23,1023638.59,0
186,PAYMENT,23910.91,C1690433811,102852.0,78941.09,M1887780411,0.0,0.0,0
329,CASH_OUT,127677.71,C1294270608,0.0,0.0,C1517595726,764178.57,891856.28,0
213,CASH_OUT,2349.13,C1938134404,49932.0,47582.87,C955903894,0.0,2349.13,0
12,PAYMENT,24803.65,C390909286,459850.65,435047.0,M432671270,0.0,0.0,0
9,CASH_OUT,359570.73,C196799432,34824.0,0.0,C114720259,0.0,359570.73,0
11,CASH_OUT,72053.23,C155316689,0.0,0.0,C1420934487,186622.09,330730.01,0
19,CASH_OUT,174661.06,C592287546,4991.0,0.0,C1141636341,937483.61,1157781.31,0
180,CASH_OUT,436429.51,C808931841,0.0,0.0,C476688238,867162.48,1303592.0,0
185,CASH_OUT,160888.79,C384611284,0.0,0.0,C1569529610,384147.94,545036.73,0
332,PAYMENT,17721.45,C683185992,11002.0,0.0,M1021485244,0.0,0.0,0
20,CASH_OUT,75614.38,C1400364032,0.0,0.0,C134229239,524053.03,599667.41,0
311,CASH_OUT,212407.16,C849967330,0.0,0.0,C860092350,624577.42,836984.58,0
139,TRANSFER,82383.15,C199134850,0.0,0.0,C173418413,1818778.17,1901161.32,0
204,PAYMENT,2298.71,C307497965,788193.0,785894.29,M506750694,0.0,0.0,0
158,TRANSFER,1120953.49,C924345371,0.0,0.0,C676423415,1124784.61,2245738.1,0
372,PAYMENT,20931.04,C1718594221,223991.42,203060.38,M1024789661,0.0,0.0,0
348,TRANSFER,1937094.76,C1528717029,22060.0,0.0,C267002697,0.0,1937094.76,0
15,PAYMENT,50456.31,C84348353,510803.27,460346.96,M264635576,0.0,0.0,0
304,PAYMENT,8444.57,C1460825338,0.0,0.0,M438386813,0.0,0.0,0
37,PAYMENT,1150.57,C232839982,0.0,0.0,M1477310176,0.0,0.0,0
283,PAYMENT,12242.66,C2058065575,191.0,0.0,M408307636,0.0,0.0,0
308,PAYMENT,17975.8,C2073020320,16973.0,0.0,M219550919,0.0,0.0,0
20,CASH_OUT,14544.33,C1160694309,290247.0,275702.67,C1803923849,16702.42,31246.76,0
189,PAYMENT,2402.35,C805927859,98105.52,95703.17,M81122769,0.0,0.0,0
142,CASH_IN,80462.97,C399657371,2791642.95,2872105.92,C17597190,703684.49,623221.52,0
43,PAYMENT,7327.3,C1904549927,0.0,0.0,M362242919,0.0,0.0,0
253,PAYMENT,55408.68,C732014983,748.0,0.0,M1873300293,0.0,0.0,0
21,PAYMENT,8729.24,C13705672,5152.0,0.0,M809569088,0.0,0.0,0
18,TRANSFER,956603.95,C1755909353,0.0,0.0,C1523443887,1161357.35,2117961.3,0
375,PAYMENT,9813.7,C698227675,0.0,0.0,M176318126,0.0,0.0,0
180,CASH_IN,178282.99,C1618777957,5454506.83,5632789.81,C471120739,2494065.9,2315782.91,0
207,PAYMENT,10109.5,C1034228418,0.0,0.0,M1384827672,0.0,0.0,0
185,PAYMENT,29675.76,C1698669450,816.0,0.0,M1547542377,0.0,0.0,0
322,CASH_OUT,164286.61,C134288044,41412.0,0.0,C1151860992,511737.31,676023.92,0
209,CASH_OUT,14028.46,C565075535,136799.0,122770.54,C888332270,189734.17,203762.63,0
324,CASH_OUT,265335.13,C1919476529,113182.93,0.0,C662472808,616405.52,881740.65,0
377,PAYMENT,3109.25,C1832090889,0.0,0.0,M364212280,0.0,0.0,0
162,PAYMENT,14377.69,C1510089940,0.0,0.0,M1287827675,0.0,0.0,0
20,CASH_OUT,137047.9,C891220923,3084.0,0.0,C878869549,158290.54,71921.39,0
259,CASH_OUT,96473.39,C1668320034,31145.0,0.0,C1490670618,567048.0,663521.39,0
22,CASH_IN,373658.02,C1061727167,7202281.42,7575939.44,C2014622019,1169173.69,795515.67,0
136,PAYMENT,25430.13,C745968022,0.0,0.0,M83525835,0.0,0.0,0
564,CASH_IN,514281.27,C2045162061,3875127.35,4389408.62,C1293904671,1093602.55,579321.28,0
250,PAYMENT,24412.5,C709443053,21959.0,0.0,M781235019,0.0,0.0,0
204,CASH_OUT,160656.72,C179362341,2140.0,0.0,C19521310,441170.0,975843.8,0
378,CASH_IN,93971.77,C1554912058,445.0,94416.77,C1086945294,1145002.38,1051030.62,0
321,CASH_OUT,592828.72,C581837122,0.0,0.0,C1085257354,1146099.57,1738928.29,0
137,CASH_OUT,4259.15,C1125724920,102532.0,98272.85,C1432077169,0.0,4259.15,0
161,CASH_OUT,10045.01,C1120104511,8000.0,0.0,C1154126651,32755.14,42800.15,0
299,CASH_IN,59677.97,C2021318203,5006845.44,5066523.41,C1484353133,529276.81,469598.84,0
260,CASH_OUT,79684.52,C1155184962,195.0,0.0,C2054243495,178036.17,312877.33,0
356,CASH_OUT,201939.8,C151961256,0.0,0.0,C1204857258,1169704.29,1371644.09,0
119,CASH_OUT,280338.16,C1621634727,43532.0,0.0,C896486549,0.0,280338.16,0
374,PAYMENT,9677.9,C2121233744,282.0,0.0,M1532146513,0.0,0.0,0
16,TRANSFER,142281.09,C1895949794,0.0,0.0,C391910864,380551.61,522832.7,0
277,CASH_OUT,102304.06,C154648186,127.0,0.0,C1291923029,0.0,102304.06,0
140,TRANSFER,217394.61,C1904023477,48300.91,0.0,C108716742,592263.12,809657.73,0
131,CASH_IN,159723.66,C198249445,1699724.69,1859448.35,C1565244824,309905.15,150181.49,0
297,CASH_OUT,450954.73,C849164307,0.0,0.0,C139361458,638133.35,1089088.08,0
38,CASH_IN,515673.04,C1464984649,102381.0,618054.04,C1994837109,0.0,0.0,0
17,CASH_OUT,155299.37,C918950607,312025.0,156725.63,C1445309015,0.0,155299.37,0
207,PAYMENT,626.17,C1928598087,174757.0,174130.83,M1846231316,0.0,0.0,0
211,CASH_OUT,124989.32,C1249373886,11304.0,0.0,C978799209,521493.11,646482.43,0
204,PAYMENT,11242.13,C1179614944,0.0,0.0,M287618791,0.0,0.0,0
375,PAYMENT,20359.51,C2107813931,42143.0,21783.49,M1667767140,0.0,0.0,0
12,PAYMENT,25311.3,C1760205228,0.0,0.0,M1559198862,0.0,0.0,0
254,CASH_OUT,66959.03,C316130367,52220.0,0.0,C1994329160,2182672.99,2638994.06,0
20,CASH_OUT,78613.7,C2131403912,3143.0,0.0,C1506528623,0.0,78613.7,0
187,PAYMENT,2043.1,C894557108,0.0,0.0,M112177746,0.0,0.0,0
39,CASH_IN,109356.66,C1131789905,4119179.07,4228535.72,C2092034741,1523009.97,1413653.31,0
330,CASH_IN,46025.69,C1867093394,32857.0,78882.69,C191808857,896158.48,850132.79,0
305,CASH_OUT,152131.06,C1912735190,0.0,0.0,C149067269,177373.43,329504.49,0
331,CASH_OUT,106434.15,C1697579566,0.0,0.0,C1252259561,292542.04,398976.18,0
134,PAYMENT,13496.09,C352541976,10833.0,0.0,M422021680,0.0,0.0,0
204,TRANSFER,110038.85,C424275159,0.0,0.0,C293546112,423190.7,533229.55,0
369,CASH_IN,257036.67,C1311821969,3353244.93,3610281.6,C296766660,409537.73,152501.07,0
158,CASH_OUT,210725.38,C40578544,186773.13,0.0,C379197729,403325.71,614051.09,0
275,PAYMENT,9229.99,C307771312,198.0,0.0,M1659127325,0.0,0.0,0
12,CASH_OUT,568403.76,C1229836896,0.0,0.0,C1039302738,1258002.06,1693618.64,0
306,PAYMENT,26058.07,C309509509,12417.0,0.0,M222356349,0.0,0.0,0
399,CASH_IN,186557.06,C1965290662,9918.0,196475.06,C1225933323,2712804.09,2526247.03,0
139,CASH_OUT,101621.1,C383774541,0.0,0.0,C630912115,1899627.54,2001248.64,0
280,CASH_OUT,457559.64,C1868644124,0.0,0.0,C1534333217,1057412.83,1514972.47,0
158,PAYMENT,11057.87,C1671565687,0.0,0.0,M167861035,0.0,0.0,0
357,CASH_OUT,131693.65,C1479030721,21934.0,0.0,C1280755198,2215779.5,2347473.15,0
378,CASH_OUT,278653.2,C988229820,74083.0,0.0,C700383932,1114059.04,1392712.24,0
36,CASH_OUT,345524.35,C1381999440,0.0,0.0,C160783964,551015.77,896540.12,0
210,CASH_OUT,103751.48,C127629733,35833.0,0.0,C1156477301,0.0,103751.48,0
262,PAYMENT,2760.22,C1383858464,25871.0,23110.78,M1097953125,0.0,0.0,0
399,PAYMENT,5854.6,C487846891,19163.0,13308.4,M691736902,0.0,0.0,0
406,PAYMENT,21395.33,C2109574276,1316.89,0.0,M1740175373,0.0,0.0,0
306,TRANSFER,317300.57,C1376818583,6079.0,0.0,C605869305,0.0,317300.57,0
278,PAYMENT,2439.0,C567675667,25204.0,22765.0,M1985837659,0.0,0.0,0
141,CASH_IN,267649.74,C2053798050,11101.0,278750.74,C2070535347,100347.0,0.0,0
184,TRANSFER,1104415.08,C1162418819,91358.95,0.0,C71342322,1487930.4,2592345.49,0
155,CASH_OUT,136650.98,C907681329,0.0,0.0,C1999433824,550919.4,687570.38,0
227,CASH_OUT,39157.34,C1004780193,30922.0,0.0,C1831969003,6658.42,45815.77,0
298,CASH_OUT,37773.03,C1446862826,0.0,0.0,C2128714084,130599.52,168372.55,0
129,CASH_OUT,13567.51,C1842643998,0.0,0.0,C1787458705,2576594.09,2258089.34,0
307,CASH_OUT,174988.83,C13092926,0.0,0.0,C1429571799,1127529.02,1302517.86,0
227,PAYMENT,45928.13,C1799414643,13204.0,0.0,M632071259,0.0,0.0,0
251,CASH_IN,251594.39,C805374937,67617.0,319211.39,C606403313,8407.8,0.0,0
208,CASH_OUT,115485.48,C346012733,4158.0,0.0,C908154198,0.0,115485.48,0
326,PAYMENT,1470.95,C251317515,0.0,0.0,M1143597979,0.0,0.0,0
133,PAYMENT,16694.03,C152788696,215605.38,198911.35,M1382406470,0.0,0.0,0
323,CASH_OUT,567958.44,C2039678942,9958.0,0.0,C797822800,98645.85,666604.29,0
36,CASH_IN,130356.88,C2045163666,99193.0,229549.88,C1592145966,0.0,0.0,0
403,CASH_OUT,76458.95,C1634069378,5589.0,0.0,C2080803373,1296205.69,1372664.64,0
16,CASH_OUT,61417.01,C758139289,0.0,0.0,C221632586,2317634.97,2162164.75,0
180,CASH_IN,114175.97,C253245084,42943.0,157118.97,C794591866,575791.1,461615.13,0
346,CASH_IN,231041.12,C601979893,15681.0,246722.12,C650409634,0.0,0.0,0
330,PAYMENT,44117.52,C522325146,0.0,0.0,M1247292005,0.0,0.0,0
329,PAYMENT,19506.98,C1276402028,0.0,0.0,M26015116,0.0,0.0,0
301,CASH_OUT,202251.61,C1468022963,0.0,0.0,C595982198,1366975.52,1569227.12,0
164,CASH_OUT,12338.66,C492766137,118152.0,105813.34,C1960787556,1162795.1,1175133.75,0
120,PAYMENT,5271.14,C1291045182,45025.0,39753.86,M2079343249,0.0,0.0,0
304,PAYMENT,72963.64,C1507174499,0.0,0.0,M1764709942,0.0,0.0,0
226,PAYMENT,8697.68,C1188790712,524399.51,515701.82,M404833782,0.0,0.0,0
19,CASH_OUT,266271.27,C353499811,16361.0,0.0,C1675809149,8251509.44,8517780.71,0
161,CASH_OUT,34742.61,C1385138371,0.0,0.0,C116099782,260293.25,295035.86,0
191,CASH_OUT,149970.12,C1540138710,0.0,0.0,C709096935,539607.98,689578.1,0
282,CASH_OUT,320236.62,C1569138766,0.0,0.0,C2079403505,830470.36,1150706.98,0
332,TRANSFER,801981.65,C871901563,0.0,0.0,C1368943311,1842430.22,2644411.87,0
185,PAYMENT,4490.61,C1639199834,0.0,0.0,M1729790964,0.0,0.0,0
39,PAYMENT,10766.07,C1735955854,0.0,0.0,M748830314,0.0,0.0,0
404,CASH_OUT,52775.13,C1526065372,0.0,0.0,C111768711,355169.39,407944.53,0
403,PAYMENT,16236.04,C987418378,12141.0,0.0,M581820985,0.0,0.0,0
18,CASH_IN,59275.33,C799576570,1305.0,60580.33,C1701424275,909854.05,850578.73,0
281,CASH_OUT,120441.62,C2086603664,0.0,0.0,C1720080718,331468.91,451910.52,0
182,CASH_OUT,159018.39,C1120438222,0.0,0.0,C1166668451,1761829.01,1920847.4,0
231,CASH_IN,5255.03,C1462624601,3617856.02,3623111.05,C169583318,170775.23,165520.2,0
36,CASH_OUT,655933.24,C153674579,5853.44,0.0,C1525711410,3904902.37,4560835.6,0
209,CASH_IN,297359.17,C1697596787,20263.0,317622.17,C1662643164,125754.57,0.0,0
598,CASH_OUT,93299.81,C71577469,11128.0,0.0,C734207537,738741.52,832041.33,0
47,PAYMENT,18589.71,C455703761,72546.0,53956.29,M2012174204,0.0,0.0,0
185,TRANSFER,847563.39,C2060616036,0.0,0.0,C641860418,1098952.04,1946515.43,0
637,CASH_IN,185699.28,C245951438,11268.0,196967.28,C714057372,7254.18,0.0,0
299,CASH_OUT,208914.01,C1916145203,0.0,0.0,C1698148623,2074569.33,2283483.34,0
251,TRANSFER,891390.64,C1569040665,18885.0,0.0,C263864555,1972114.84,2863505.48,0
279,TRANSFER,183844.57,C264080847,6727.0,0.0,C662978621,0.0,183844.57,0
18,TRANSFER,137074.44,C190338427,167768.57,30694.12,C544439763,1272741.21,1305910.98,0
359,CASH_OUT,292608.61,C1016083606,0.0,0.0,C1735372405,741078.02,1033686.62,0
402,CASH_IN,97186.7,C2093612137,11089108.18,11186294.88,C632995581,410397.64,313210.94,0
119,PAYMENT,2312.81,C1460052181,106107.0,103794.19,M477171368,0.0,0.0,0
278,CASH_OUT,6896.19,C757543535,0.0,0.0,C299184724,238611.25,245507.44,0
399,PAYMENT,29697.83,C832856182,0.0,0.0,M1600509393,0.0,0.0,0
94,PAYMENT,1270.78,C1680582782,203555.0,202284.22,M1959735079,0.0,0.0,0
38,CASH_OUT,215802.03,C1984118223,0.0,0.0,C791767143,3289452.77,3505254.8,0
133,PAYMENT,33736.96,C310903019,0.0,0.0,M231250487,0.0,0.0,0
405,PAYMENT,13169.91,C206725242,0.0,0.0,M527243416,0.0,0.0,0
137,CASH_OUT,73752.55,C263236763,0.0,0.0,C2055124573,259509.64,333262.19,0
156,CASH_OUT,273434.16,C2049749504,0.0,0.0,C1287433675,30125072.22,30398506.38,0
235,CASH_OUT,36702.08,C1407435385,0.0,0.0,C1320615081,183548.84,220250.92,0
279,CASH_OUT,557014.3,C1871313326,0.0,0.0,C1562150022,3183988.42,3741002.72,0
11,CASH_OUT,401197.5,C1079069234,202442.0,0.0,C934526907,1011109.63,1412307.13,0
140,PAYMENT,18216.88,C2031091836,24263.0,6046.12,M732971283,0.0,0.0,0
355,PAYMENT,22089.68,C1930232482,9166.0,0.0,M1390343478,0.0,0.0,0
354,CASH_OUT,88163.78,C1723770496,18601.0,0.0,C169982835,10346995.35,10435159.13,0
